Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Precision,Recall,F1 Score,mAP
36,0.04157796665688172,1.0126540909210842,98.76599634369288,84.95762711864407,0.8347344585054127,0.8500314648053986,0.8391640031802965,0.05623279968302319
37,0.043727523170285,1.129498607913653,98.73552711761121,84.7457627118644,0.8371165662015013,0.8471140933499881,0.8404345898575047,0.054843805947062466
38,0.043512263732922184,1.2822713228563467,98.75076173065204,85.80508474576271,0.8506891742974058,0.8574379870249345,0.8471559209544846,0.055333184439675186
39,0.05084589447527197,0.9219387878974279,98.33942717854967,86.65254237288136,0.8591043820561662,0.8562457592915518,0.8531366299551494,0.05757738090410653
40,0.07599455144203232,1.2120514194170633,97.85191956124315,82.41525423728814,0.828960301429447,0.8295871234011728,0.8225538738781965,0.05491063255286544
41,0.1100472432249836,1.2211773892243702,96.75502742230347,80.9322033898305,0.8050922371520698,0.8161115049323943,0.8022333602037383,0.05439564598349399
42,0.05653405086167306,1.1192663808663685,98.17184643510055,84.53389830508475,0.8294189229534058,0.8428519187973387,0.8326132974666248,0.05534925994682192
43,0.031975556884240135,1.0005086650451025,99.05545399146861,85.38135593220339,0.839135904407506,0.8538348104684659,0.8433954236292006,0.05388647718982554
44,0.04740204810358706,1.0059679965178172,98.59841560024375,85.59322033898304,0.8421423289617859,0.8496818228334163,0.8433890569305813,0.054299712170294695
45,0.030029561930648006,1.051185642182827,99.08592321755027,85.59322033898304,0.8447863391910692,0.8541321301794059,0.8470414837982424,0.05587243172315081
46,0.028484797071638965,1.1562314341465632,99.11639244363194,85.80508474576271,0.8469136832343456,0.8552710715090448,0.8483613561886415,0.05745200812949189
47,0.04185591401188698,1.2442979137102763,98.7812309567337,83.47457627118644,0.8227141165107438,0.8367799040527987,0.823316552818577,0.05680318849339936
48,0.04537374906476985,1.1298819020390511,98.53747714808044,84.95762711864407,0.8344419128862186,0.8383394442844071,0.831357743056801,0.05737386566712511
49,0.052598839835659376,1.0800223728020986,98.55271176112127,83.05084745762711,0.8144078359871013,0.8387872743319028,0.8228034402407189,0.05466679338471957
50,0.06808120533496195,0.9525997519493103,97.8823887873248,84.53389830508475,0.8347273290080196,0.8439152403393838,0.8366769765970069,0.057973014483793904
