Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Precision,Recall,F1 Score,mAP
1,0.37015948516940606,0.6460532108942668,87.72090188909202,84.7457627118644,0.8360355910950229,0.833130227439627,0.8309328511074255,0.054752228783660935
2,0.2574206571754755,1.1409622033437092,91.68190127970749,69.49152542372882,0.7255480663251093,0.6704257431492162,0.6646252938817403,0.05571720488339307
3,0.20021561012395378,0.776178636153539,92.97684338817794,83.89830508474576,0.8424149352700568,0.8364394192577266,0.8230632416613726,0.06373368586343624
4,0.22361825916518285,0.9883898953596751,93.09872029250457,79.23728813559322,0.8095289884319965,0.7990815752591959,0.7951719190937493,0.05407515287797345
5,0.18262655061931865,0.8455045570929846,94.18037781840341,82.62711864406779,0.819489739343672,0.8414885186134812,0.8251330942315739,0.05574128986535853
